node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress
Hoxa11,7,0.23775,6,7,16.171,1,0.2,284.11667,4.62229,11.43307,1130
Hmx2,9,0.51861,5,6,11.715,1,0.2,272.86667,4.51548,5.37551,544
Ventx,3,0,1,4,8.184,1,0.2,262.11667,4.41796,4.97679,372
Rax,2,0,1,3,7.746,1,0.2,258.95,4.38854,0.97657,160
Hoxc11,7,0.23775,6,7,14.172,1,0.2,284.11667,4.62229,11.43307,1130
Esx1,2,0.30779,2,3,7.73,1,0.2,255.78333,4.34985,0.93019,170
Sry,9,0.2842,4,7,12.99,1,0.2,275.45,4.5356,8.16896,900
Glis3,2,0,1,3,8.317,1,0.2,230.45,4.09443,1.02899,72
Irf2,15,0.37893,4,11,12.118,1,0.2,268.2,4.4582,41.56397,1456
Znf274,2,0,1,3,4.214,1,0.2,238.86667,4.19195,0.96905,70
Isl1,281,0.2684,40,60,65.443,2,0.25,317.91667,4.81115,1610.18167,53566
Dmrt1,7,0,1,9,18.745,1,0.2,260.11667,4.39164,16.49357,1160
Creb3l1,181,0.37001,35,57,92.793,1,0.2,313.45,4.80805,453.7622,49184
Cenpb,3,0,1,3,6.616,1,0.2,238.7,4.20588,2.07706,78
Etv2,46,0.67828,21,27,56.319,2,0.2,306.28333,4.78173,74.43499,7300
Msx2,70,0.34102,16,34,45.846,1,0.2,310.11667,4.80186,558.79059,17894
Crx,7,0.30779,2,7,12.856,1,0.2,258.78333,4.3839,11.3454,452
Nfkb2,6,0.47366,4,7,17.527,1,0.2,260.78333,4.40712,2.22888,362
Hmbox1,11,0.37893,4,15,16.266,1,0.2,264.53333,4.41022,120.11932,3886
Nfe2,46,0.27602,23,30,42.9,2,0.25,300.25,4.72136,1573.56785,47204
Irf4,45,0.31718,33,60,88.482,1,0.25,303,4.71207,540.94866,23000
Znf143,2,0,1,2,3.917,1,0.16667,221.7,3.99381,2.16091,10
E2f3,275,0.26442,54,76,83.863,2,0.2,331.95,4.91486,2633.4671,103106
Isl2,6,0.32413,5,7,10.342,1,0.2,262.36667,4.41022,32.51198,818
Dmrt3,139,0.29729,24,35,62.831,1,0.2,290.78333,4.63003,105.10178,18426
Tcf21,6,0.58344,5,14,21.167,1,0.2,270.78333,4.48762,21.94546,1092
Hsf2,9,0.32413,5,7,11.095,1,0.25,262.16667,4.42105,10.70853,588
Hsf1,6,0.61795,3,13,18.241,1,0.2,271.36667,4.5,58.75321,2618
Pou1f1,16,0.38186,9,17,39.015,1,0.2,273.86667,4.52167,37.6383,11220
Mafg,7,0.30779,2,8,9.43,1,0.2,257.86667,4.37461,19.36108,784
Foxn3,51,0.31587,18,26,31.881,1,0.25,281.58333,4.56037,163.3405,5602
Srf,8,0.47366,4,7,13.833,1,0.2,260.36667,4.40248,5.39354,224
Hsf4,14,0.38896,5,9,14.735,1,0.2,272.03333,4.50464,18.9095,820
Rxrb,6,0.30898,3,7,13.126,1,0.2,252.45,4.33437,13.72075,876
Gata5,154,0.28021,39,99,103.426,1,0.25,320.75,4.84985,1891.34645,105794
Nhlh2,5,0.30779,2,6,8.04,1,0.2,243.78333,4.23839,9.08422,374
Ferd3l,12,0.33284,6,10,20.144,1,0.2,262.28333,4.41641,5.13307,424
Znf423,13,0.32413,5,10,13.408,1,0.2,265.61667,4.44118,40.35381,1182
Pax9,5,0.30779,2,5,6.873,1,0.16667,235.86667,4.16254,9.7356,114
Mef2d,31,0.35633,11,30,33.143,1,0.25,296.16667,4.67337,416.47343,11412
Mef2b,3,0.61795,3,7,11.894,1,0.25,255,4.35139,16.12563,706
Sox11,2,0.30779,2,2,6.678,1,0.2,228.7,4.08359,0,0
Hoxa9,0,0,1,1,3.567,1,0.2,231.36667,4.11765,0,0
Bach2,309,0.47045,61,94,113.726,3,0.25,340.58333,4.96285,3536.2186,251372
Creb5,34,0.43705,25,35,53.231,1,0.25,297.58333,4.68421,356.26656,15104
Atf7,14,0.45045,14,23,47.806,1,0.2,283.2,4.58669,181.65751,8602
Jdp2,2,0.69819,14,21,48.119,1,0.25,285.5,4.61765,13.8294,2822
Atf1,116,0.33349,21,31,45.482,1,0.25,296.08333,4.68266,224.54934,8896
Tbx3,2519,0.52707,70,81,93.682,5,0.2,342.78333,4.97833,1344.88646,54278
Tbx4,7,0.4794,23,24,40.962,2,0.25,307.25,4.78793,79.6103,5098
Tbx15,419,0.37292,44,46,55.932,1,0.25,326,4.89783,665.74456,21788
Znf136,1,0,1,1,2.641,1,0.2,227.2,4.07121,0,0
Spib,651,0.40629,38,47,64.58,2,0.25,315.58333,4.82043,405.17442,15568
Sox14,13,0.25931,5,10,14.723,1,0.25,277.75,4.55573,16.05425,1458
Sox8,9,0.61557,2,12,17.933,2,0.25,281.83333,4.58978,56.79901,2746
Sox9,13,0.29157,8,13,21.66,1,0.25,286.58333,4.63622,32.26764,3020
Nfil3,32,0.37162,14,21,35.928,1,0.25,290.08333,4.64861,130.70021,4698
Osr1,314,0.61108,46,76,114.679,1,0.25,317.25,4.81734,520.78687,124188
Meox1,24,0.27934,10,17,21.987,1,0.2,282.78333,4.58978,72.96516,2510
Esrrb,85,0.31518,25,34,57.558,1,0.2,300.95,4.71672,111.56643,7272
Rarg,21,0.37042,13,31,45.721,1,0.2,281.45,4.56656,115.48484,7238
Rarb,2279,0.27008,71,91,91.851,5,0.2,344.78333,4.96904,5179.84617,186980
Yy1,1425,0.42311,67,105,125.861,2,0.25,344.25,4.9969,1435.65198,111594
Junb,0,0.72963,11,17,39.901,1,0.25,279.41667,4.57121,5.12821,1282
Dlx1,32,0.5012,9,12,22.164,1,0.2,282.45,4.59752,17.50735,984
Vsx2,29,0.36588,7,16,24.057,1,0.25,281.41667,4.5774,183.88771,5684
Vsx1,5,0,1,5,9.287,1,0.2,258.36667,4.38235,9.2527,348
Hoxc13,4,0.30779,2,6,13.961,1,0.2,275.86667,4.54334,11.17154,970
Hoxd12,5,0.30898,3,6,14.496,1,0.2,279.03333,4.57585,9.69486,890
Thap11,4,0,1,4,9.461,1,0.2,249.11667,4.29102,11.02591,344
Nr1d1,1706,0.51072,66,103,116.869,1,0.25,334.41667,4.91486,1963.39814,127582
Pou6f1,6,0.46346,3,5,9.193,1,0.2,261.78333,4.41641,2.40774,224
Pou6f2,19,0.36588,7,8,12.072,1,0.2,273.53333,4.52167,35.38708,822
Creb3,14,0.54298,11,18,32.204,1,0.2,280.78333,4.56966,49.33225,3104
Dlx3,9,0.2842,4,8,15.357,1,0.2,284.7,4.62539,27.93202,2208
Hmx1,11,0.51861,5,8,16.501,1,0.2,280.78333,4.58359,17.69884,1370
Barhl2,0,0.30779,2,2,3.553,1,0.2,219.36667,3.9644,0,0
Lhx1,3,0,1,3,4.601,1,0.2,224.61667,4.03406,2.14375,58
Nr1i2,5,0,1,5,7.789,1,0.2,241.86667,4.22446,9.16864,272
Plag1,68,0.25441,27,38,53.047,2,0.25,306.58333,4.76161,280.36872,10980
Dprx,4,0,1,4,7.832,1,0.2,239.45,4.19195,3.22263,144
Bcl6b,8,0.40246,7,8,18.621,1,0.2,267.78333,4.47059,19.30295,688
Rorc,3,0.30779,2,4,5.005,1,0.2,239.7,4.20898,3.25376,116
Bhlhe41,1248,0.52306,63,102,110.527,1,0.25,327.91667,4.86378,1224.64614,60698
Mitf,720,0.26867,66,96,93.582,8,0.25,339.25,4.93808,4720.80707,213338
Usf2,34,0.30023,23,37,61.898,1,0.2,309.36667,4.8096,170.48566,14118
Usf1,42,0.31493,19,32,50.637,1,0.2,304.36667,4.77554,119.45421,11014
Irf1,11,0.25931,5,9,16.151,1,0.2,273.7,4.52477,42.91326,1336
Gmeb1,3,0,1,5,10.906,1,0.2,235.11667,4.15944,2.23841,86
Eomes,222,0.51436,21,22,37.537,1,0.25,290.83333,4.64551,33.03974,1744
Nfatc3,154,0.20481,41,96,105.278,3,0.25,320.08333,4.84365,1371.18295,80404
Nfatc2,34,0.15117,27,30,41.245,1,0.25,312.83333,4.83127,315.06878,11970
Gfi1,5,0.30898,3,4,7.673,1,0.2,239.95,4.20279,2.72107,78
Cebpe,13,0.25931,5,15,24.887,1,0.2,264.2,4.4257,49.75452,2524
Cebpd,21,0.2864,9,16,23.316,1,0.25,274.08333,4.51238,78.20692,2114
Dbp,292,0.36169,26,33,47.825,2,0.2,306.11667,4.7709,475.62468,15162
Cebpb,19,0.43896,10,20,30.118,1,0.25,273.5,4.5031,57.49901,2542
Cebpa,27,0.20489,12,13,19.755,1,0.25,281.41667,4.58204,36.28274,1326
Tgif2,464,0.57025,30,38,71.001,1,0.2,312.11667,4.81424,105.64059,11314
Tgif1,11,1.23152,4,16,20.091,1,0.2,265.7,4.42724,210.7169,13288
Pknox2,234,0.31377,40,48,66.442,3,0.2,313.61667,4.79721,363.05498,19146
Hoxd4,11,0.37893,4,7,16.651,1,0.2,270.7,4.49536,15.15297,1030
Hoxb4,9,0.46346,3,6,10.066,1,0.2,264.2,4.43808,8.64832,630
Hoxa4,7,0.30898,3,6,11.915,1,0.2,266.2,4.45666,12.12179,798
Xbp1,4,0.30898,3,11,20.808,1,0.2,264.61667,4.43498,13.15582,744
Sox15,35,0.25037,15,21,32.96,1,0.25,303.91667,4.77245,127.85572,7972
Stat6,81,0.35004,20,33,50.122,1,0.33333,299.16667,4.71207,413.44405,41046
Pax6,15,0.45378,5,11,13.193,1,0.2,280.28333,4.57585,93.39114,2680
E2f7,6,0.24241,18,21,40.875,1,0.2,282.78333,4.57276,64.36891,2406
Foxj2,497,0.51147,42,56,84.231,1,0.25,321.58333,4.86378,623.7333,35036
Smad5,948,0.32308,52,69,77.678,1,0.25,332.91667,4.9226,1404.59491,49416
Smad3,454,0.26101,54,72,76.287,20,0.25,333.41667,4.90867,5704.2047,168530
Nr2e3,26,0.33413,9,19,32.182,1,0.25,298.58333,4.73375,107.10891,3982
Alx1,0,2.16283,3,39,94.514,1,0.2,263.45,4.43653,0,0
Smad4,491,0.34794,42,57,70.327,3,0.25,328.08333,4.91176,1506.4719,56448
Nr1h4,131,0.24193,35,50,59.401,1,0.25,309.75,4.76935,737.62934,29432
Nfatc1,99,0.34203,26,32,49.076,1,0.25,308.58333,4.79257,184.63438,9146
Hoxb13,4,0.32413,5,5,8.728,1,0.2,266.95,4.4582,6.52518,468
Rfx4,20,0.2148,9,18,27.288,1,0.2,276.78333,4.54489,61.38388,3560
Zbtb32,15,0.38896,5,18,26.593,1,0.2,289.95,4.65325,141.32143,4492
Vdr,93,0.19923,35,45,56.257,1,0.2,315.86667,4.82353,797.12138,38168
Myog,32,0.37239,17,37,59.904,1,0.2,298.2,4.71827,153.24137,17604
Mtf1,12,0.25931,5,11,18.178,1,0.2,267.36667,4.45975,42.76841,1480
Ddit3,142,0.24169,34,37,46.375,2,0.25,311.41667,4.79102,614.82913,15626
Zbtb33,18,0.2148,9,15,26.307,1,0.2,276.2,4.53096,25.29957,1006
Nr5a1,83,0.27635,20,30,41.364,3,0.25,302.75,4.73839,249.67823,8388
Pou5f1b,12,0.30898,3,12,15.322,1,0.2,270.53333,4.48297,74.56088,2498
Pou3f4,966,0.31653,36,65,75.585,1,0.25,315.33333,4.81424,877.84056,37106
Pou3f2,135,0.30586,39,50,69.186,4,0.2,316.45,4.81734,1136.97997,44690
Pou3f1,134,0.21385,27,35,45.629,1,0.2,318.28333,4.86223,577.45484,16842
Pou2f3,10,0.30898,3,9,15.658,1,0.25,272.08333,4.50774,16.04393,1062
Pou2f2,45,0.2423,16,23,36.169,1,0.25,293.75,4.67337,109.10502,5298
Six2,23,0.26253,9,12,17.816,2,0.2,282.03333,4.58978,122.52006,2850
Six1,214,0.29153,31,44,55.125,1,0.25,302.91667,4.72755,434.87383,22756
Msgn1,12,0.64826,5,16,28.389,1,0.2,289.7,4.66718,72.96397,5098
Neurod2,5,0.30779,2,8,9.694,1,0.2,251.28333,4.31579,18.33051,834
Nr6a1,251,0.55243,32,46,85.818,1,0.2,314.11667,4.82353,136.99459,33310
Mecom,496,0.38774,31,46,70.161,2,0.2,316.03333,4.82817,1333.87249,77666
Hnf1b,2,0,1,3,9.405,1,0.2,242.61667,4.23529,0.41509,44
Hnf1a,2,0,1,3,7.408,1,0.2,242.61667,4.23529,0.41509,44
Elf2,1260,0.3038,44,57,68.301,2,0.25,316.08333,4.80341,655.3674,23352
Elf4,75,0.33205,16,26,39.94,6,0.2,294.78333,4.67492,406.7598,17532
Elf5,88,0.29885,35,39,58.921,1,0.25,316.91667,4.8452,288.97854,13760
Gabpa,151,0.28462,35,41,64.552,1,0.2,323.45,4.90093,284.95057,18242
Duxa,4,0.92336,2,4,7.121,1,0.2,253.78333,4.3452,3.73119,166
Dux4,9,0.51861,5,6,7.874,1,0.2,263.2,4.42879,7.12081,250
Znf24,8,0.37893,4,14,30.598,1,0.25,289.08333,4.66718,36.12165,4724
Znf652,7,0.30779,2,8,15.406,1,0.2,263.36667,4.42724,6.6048,392
Hoxd13,4,0.30779,2,4,7.604,1,0.2,245.53333,4.25851,1.50328,112
Sox5,133,0.40736,22,24,44.08,1,0.2,302.7,4.74768,89.00097,5654
Gsc2,5,0.30779,2,5,10.673,1,0.2,263.45,4.43498,1.83275,198
Dmbx1,13,0.42794,6,7,15.747,1,0.2,272.45,4.51238,3.61739,232
Pitx3,4,0.30779,2,4,10.303,1,0.2,258.11667,4.387,1.19788,116
Otx2,5,0.46346,3,4,8.348,1,0.2,255.03333,4.35759,1.22023,90
Otx1,6,0.46346,3,5,11.552,1,0.2,264.78333,4.44582,4.85813,242
Pitx1,5,0.30779,2,5,9.727,1,0.2,260.45,4.40557,4.99093,274
Gsc,28,0.32239,11,16,31.2,1,0.2,284.45,4.60991,37.59769,2072
Gata2,2,0.32239,11,13,27.021,1,0.2,279.03333,4.56347,14.32895,1424
Tead2,38,0.28153,14,19,35.833,1,0.25,293.08333,4.67957,73.55983,4500
Tead4,803,0.492,45,54,78.923,2,0.25,326.91667,4.90402,1127.45613,48584
Tead1,3428,0.41219,91,131,124.255,7,0.25,353.25,5.01238,3617.50698,187574
Pitx2,834,0.25674,64,87,89.117,4,0.25,342.58333,4.96285,3622.95095,119792
Rhoxf1,6,0.61557,2,7,18.659,1,0.2,265.86667,4.45511,8.33729,504
Gata4,32,0.41136,18,24,45.855,2,0.25,308.91667,4.81734,178.96453,8750
Zbtb12,43,0.28143,19,23,35.142,1,0.2,295.61667,4.69195,104.22028,6230
Myb,136,0.22693,25,32,52.276,1,0.25,314.5,4.85294,568.68966,24432
Rfx7,29,0.39514,12,16,34.92,1,0.2,293.03333,4.68266,65.09656,3232
Lhx5,0,0.30779,2,3,6.712,1,0.2,243.95,4.23375,0,0
Hoxc8,0,0,1,2,6.569,1,0.2,230.11667,4.08204,0,0
Hoxc4,6,0.25931,5,7,13.959,1,0.2,276.03333,4.54644,17.84126,1130
Hoxb7,3,0.30898,3,4,7.347,1,0.2,262.11667,4.4195,3.6546,398
Hoxb6,1,0.30779,2,3,5.858,1,0.2,252.78333,4.32972,5.23854,510
Hoxa6,0,0,1,1,3.187,1,0.2,230.11667,4.08204,0,0
Hoxa1,0,0.30779,2,3,6.593,1,0.2,243.95,4.23375,0,0
Drgx,3,0.30898,3,4,8.641,1,0.2,262.11667,4.4195,3.6546,398
Argfx,0,0.30898,3,4,7.302,1,0.2,253.86667,4.34056,1.11672,140
Hoxd9,2,0.30779,2,4,6.753,1,0.2,255.78333,4.35449,11.00335,594
Hoxd3,15,0.33284,6,7,16.101,1,0.2,280.2,4.58359,17.41614,1526
Hoxd8,1,0,1,2,4.553,1,0.2,240.95,4.20743,1.82712,234
Hoxb3,4,0.30898,3,4,9.206,1,0.2,276.45,4.55573,6.06202,1138
Hoxa2,3,0.2842,4,6,12.702,1,0.2,265.11667,4.43653,14.95201,986
Hoxa10,1,0.2842,4,8,19.573,1,0.2,283.45,4.6161,25.98501,2434
Hmx3,10,0.51861,5,7,13.035,1,0.2,283.53333,4.61765,12.97063,1726
Gsx2,9,0.25931,5,6,13.119,1,0.2,275.53333,4.53715,14.89542,1332
Dlx2,36,0.37055,15,18,34.927,1,0.25,299.91667,4.74303,40.24121,2426
Vax2,1,0.30898,3,4,10.29,1,0.2,260.28333,4.40248,2.21057,206
Vax1,1,0.30898,3,4,9.741,1,0.2,260.28333,4.40248,2.21057,206
Mnx1,10,0.3321,13,20,38.166,1,0.2,300.03333,4.74768,66.06226,5196
Meox2,31,0.5854,12,16,26.992,1,0.2,292.86667,4.68111,179.43888,4548
Lhx4,1,0,1,2,5.204,1,0.2,241.11667,4.20743,0.55681,52
Lmx1b,5,0.66569,6,29,74.71,1,0.2,280.28333,4.58669,66.75487,18134
Nkx6-2,39,0.30045,15,19,32.572,1,0.2,299.28333,4.73839,131.08866,5784
Nkx6-1,39,0.67307,16,45,91.153,1,0.2,299.78333,4.72755,211.52508,39616
Mixl1,1,0,1,2,5.842,1,0.2,259.86667,4.39474,1.46884,368
Alx3,16,0.23755,11,13,18.526,2,0.2,291.7,4.68266,198.15776,6600
mix-a,1,0.30779,2,3,6.298,1,0.2,252.61667,4.32817,0.89038,68
Arid3b,87,0.25947,26,45,59.465,3,0.2,304.95,4.75077,436.56654,31002
Arid3a,5,0.30779,2,7,12.541,1,0.2,269.45,4.48607,20.66441,1356
Pdx1,0,0.56839,4,5,7.512,1,0.2,255.36667,4.35139,2.89264,212
Tgif2ly,17,0.43429,13,30,52.126,1,0.2,299.7,4.74768,132.65877,12568
Tgif2lx,17,0.43429,13,28,50.433,1,0.2,299.7,4.74768,126.53561,11880
Arnt2,90,0.3674,28,50,74.816,1,0.2,309.95,4.78793,545.38301,27744
Tfec,188,0.46403,38,60,90.903,2,0.33333,320.83333,4.87307,741.39528,73016
Tfe3,177,0.39617,34,43,68.205,1,0.2,319.45,4.86687,256.07352,15452
Srebf2,244,0.40796,35,56,78.568,1,0.25,323.58333,4.90712,532.20316,33032
Hey1,992,0.45982,47,73,101.987,2,0.25,328.25,4.90712,827.00171,45370
Tbx1,74,0.43245,26,26,49.058,1,0.25,313.16667,4.83746,108.8043,7166
Creb3l2,1260,0.30949,84,131,118.613,2,0.25,355.25,5.02477,7692.05869,314630
Arntl,108,0.36245,29,47,74.398,2,0.2,312.28333,4.81889,310.27922,22728
Bhlhe40,178,0.54569,27,44,78.798,1,0.2,309.78333,4.80186,148.15562,12976
Onecut3,3,0.30779,2,6,10.469,1,0.25,262.08333,4.41486,63.16941,1270
Onecut2,41,0.55472,25,35,52.067,1,0.2,307.78333,4.77399,419.51437,19954
Onecut1,11,0.32413,5,11,15.048,1,0.2,268.2,4.4644,75.11981,2130
Sox6,421,0.20225,78,95,83.286,16,0.25,351.75,5.02632,7031.8674,175866
Plagl1,628,0.27207,127,158,120.598,7,0.25,372.58333,5.0805,18152.681,592904
Thrb,445,0.4301,54,66,98.79,3,0.2,328.45,4.89474,2055.04623,96846
Tbx6,128,0.40192,23,24,43.77,1,0.2,307.36667,4.79102,83.33516,5156
Tbx18,4743,0.27434,125,175,130.542,50,0.25,377.58333,5.11455,12634.95003,488658
Ppard,86,0.23954,25,29,38.718,1,0.2,305.86667,4.75851,504.90122,12868
Mga,1354,0.43689,69,101,125.03,1,0.25,344.58333,4.9969,1555.28446,158156
Tbx21,54,0.2782,16,19,28.29,1,0.2,290.61667,4.65015,69.88903,4008
Nr2f6,57,0.46171,14,18,21.347,1,0.2,280.2,4.55418,106.04914,3234
Dmrtc2,8,0.30898,3,7,10.594,1,0.2,254.03333,4.33437,10.79847,396
Dmrta2,254,0.57423,39,46,76.402,1,0.25,321.41667,4.86842,322.10292,18906
Gata6,274,0.45782,49,67,90.434,2,0.25,327.25,4.90093,1070.15601,82266
Foxd3,24,0.7582,10,10,20.054,1,0.25,293.16667,4.69814,31.65818,2350
Esr1,106,0.36486,24,26,36.778,1,0.25,296.91667,4.68731,248.20936,8846
Gata3,58,0.24286,17,33,47.865,1,0.25,298.41667,4.71672,318.78613,13838
Tbx5,2290,0.46783,76,92,103.554,5,0.25,349.25,5.02167,2340.86144,81490
Batf,220,0.36104,43,77,115.158,1,0.25,328.91667,4.93189,904.61583,129542
Bach1,512,0.31461,52,66,73.488,1,0.25,335.08333,4.95511,1464.06443,53364
Irf6,141,0.50282,37,63,101.44,1,0.25,309.41667,4.76625,325.52849,20380
